0,415.62659941754765,1021,N
1,467.7104967894059,3000,N
1,519.7653780624498,3000,E
1,571.7912432366793,1073,S
1,623.75907621328,3000,W
1,675.8429735851382,3000,N
1,727.8978548581821,149,E
1,779.952736131226,47,S
1,841.3508012225086,3000,S
1,902.5167375232759,435,S
